regime_kind,regime,model,sharpe_net,sharpe_gross,mean_return,n_months
decade,2010s,GLM+H,0.233171,0.325709,0.005618,120
decade,2020s,GLM+H,0.254077,0.354911,0.006121,60
full,all,GBRT+H,0.424805,0.520631,0.010324,456
nber,recession,GBRT+H,0.318604,0.390473,0.007743,40
nber,expansion,GBRT+H,0.446046,0.546662,0.01084,416
vix,low_vix,GBRT+H,0.509766,0.624757,0.012389,345
vix,mid_vix,GBRT+H,0.424805,0.520631,0.010324,71
vix,high_vix,GBRT+H,0.318604,0.390473,0.007743,40
decade,1980s,GBRT+H,0.365044,0.447389,0.008872,36
decade,1990s,GBRT+H,0.480432,0.588805,0.011676,120
decade,2000s,GBRT+H,0.417879,0.512141,0.010156,120
decade,2010s,GBRT+H,0.392985,0.481632,0.009551,120
decade,2020s,GBRT+H,0.387895,0.475394,0.009427,60
full,all,NN1,0.381957,0.48183,0.008846,456
nber,recession,NN1,0.305565,0.385464,0.007077,40
nber,expansion,NN1,0.401055,0.505922,0.009288,416
vix,low_vix,NN1,0.43925,0.554105,0.010173,345
vix,mid_vix,NN1,0.381957,0.48183,0.008846,71
vix,high_vix,NN1,0.324663,0.409556,0.007519,40
decade,1980s,NN1,0.363773,0.458891,0.008425,36
decade,1990s,NN1,0.386222,0.487211,0.008945,120
decade,2000s,NN1,0.348001,0.438996,0.008059,120
decade,2010s,NN1,0.343718,0.433593,0.00796,120
decade,2020s,NN1,0.34838,0.439474,0.008068,60
full,all,NN2,0.4372,0.543799,0.009573,456
nber,recession,NN2,0.34976,0.435039,0.007658,40
nber,expansion,NN2,0.45906,0.570989,0.010051,416
vix,low_vix,NN2,0.50278,0.625369,0.011008,345
vix,mid_vix,NN2,0.4372,0.543799,0.009573,71
vix,high_vix,NN2,0.37162,0.462229,0.008137,40
decade,1980s,NN2,0.41755,0.519357,0.009142,36
decade,1990s,NN2,0.445229,0.553784,0.009748,120
decade,2000s,NN2,0.460371,0.572619,0.01008,120
decade,2010s,NN2,0.428965,0.533556,0.009392,120
decade,2020s,NN2,0.496969,0.618141,0.010881,60
full,all,NN3,0.47013,0.575553,0.010333,456
nber,recession,NN3,0.376104,0.460443,0.008266,40
nber,expansion,NN3,0.493637,0.604331,0.01085,416
vix,low_vix,NN3,0.54065,0.661886,0.011883,345
vix,mid_vix,NN3,0.47013,0.575553,0.010333,71
vix,high_vix,NN3,0.399611,0.48922,0.008783,40
decade,1980s,NN3,0.485875,0.594828,0.010679,36
decade,1990s,NN3,0.462226,0.565877,0.010159,120
decade,2000s,NN3,0.433237,0.530387,0.009522,120
decade,2010s,NN3,0.403606,0.494112,0.008871,120
decade,2020s,NN3,0.48614,0.595154,0.010685,60
full,all,NN4,0.471452,0.568413,0.011355,456
nber,recession,NN4,0.377161,0.45473,0.009084,40
nber,expansion,NN4,0.495024,0.596834,0.011923,416
vix,low_vix,NN4,0.54217,0.653675,0.013058,345
vix,mid_vix,NN4,0.471452,0.568413,0.011355,71
vix,high_vix,NN4,0.400734,0.483151,0.009652,40
decade,1980s,NN4,0.530449,0.639544,0.012776,36
decade,1990s,NN4,0.458758,0.553108,0.011049,120
decade,2000s,NN4,0.437945,0.528015,0.010548,120
decade,2010s,NN4,0.477108,0.575233,0.011491,120
decade,2020s,NN4,0.452555,0.54563,0.0109,60
full,all,ENS-AVG,0.650223,0.75754,0.014049,456
nber,recession,ENS-AVG,0.585201,0.681786,0.012644,40
nber,expansion,ENS-AVG,0.663227,0.772691,0.01433,416
vix,low_vix,ENS-AVG,0.715245,0.833294,0.015454,345
vix,mid_vix,ENS-AVG,0.650223,0.75754,0.014049,71
vix,high_vix,ENS-AVG,0.598205,0.696937,0.012925,40
decade,1980s,ENS-AVG,0.571576,0.665912,0.01235,36
decade,1990s,ENS-AVG,0.596963,0.695489,0.012898,120
decade,2000s,ENS-AVG,0.655392,0.763562,0.014161,120
decade,2010s,ENS-AVG,0.62743,0.730985,0.013557,120
decade,2020s,ENS-AVG,0.702161,0.81805,0.015171,60
full,all,ENS-MSE,0.636408,0.742054,0.014041,456
nber,recession,ENS-MSE,0.572767,0.667848,0.012637,40
nber,expansion,ENS-MSE,0.649136,0.756895,0.014322,416
vix,low_vix,ENS-MSE,0.700048,0.816259,0.015445,345
vix,mid_vix,ENS-MSE,0.636408,0.742054,0.014041,71
vix,high_vix,ENS-MSE,0.585495,0.682689,0.012918,40
decade,1980s,ENS-MSE,0.708464,0.826071,0.015631,36
decade,1990s,ENS-MSE,0.671048,0.782444,0.014806,120
decade,2000s,ENS-MSE,0.585247,0.6824,0.012913,120
decade,2010s,ENS-MSE,0.68605,0.799936,0.015137,120
decade,2020s,ENS-MSE,0.550842,0.642284,0.012153,60
